STATE,District,zone_conservative,zone_majority,zone_span,is_straddler,basic_wind_speed_ms,wind_source
TAMIL NADU,SALEM,III,II,II-III,True,,
TAMIL NADU,SIVAGANGA,II,II,II,False,,
TAMIL NADU,TENI,III,III,II-III,False,,
TAMIL NADU,TENKASI,III,III,II-III,False,,
TAMIL NADU,THANJAVUR,II,II,II,False,,
TAMIL NADU,THIRUVARUR,II,II,II,False,,
TAMIL NADU,TIRUCHIRAPALLI,II,II,II,False,47.0,IS875-3_AnnexA (Tiruchirappalli)
TAMIL NADU,TIRUNELVELI,III,III,II-III,False,,
TAMIL NADU,TIRUPPATTUR,III,III,III,False,,
TAMIL NADU,TIRUPPUR,III,III,II-III,False,,
TAMIL NADU,TIRUVALLUR,III,III,III,False,,
TAMIL NADU,TIRUVANNAMALAI,III,II,II-III,True,,
TAMIL NADU,TUTICORIN,II,II,II,False,,
TAMIL NADU,VELLORE,III,II,II-III,True,,
TAMIL NADU,VILLUPURAM,III,II,II-III,True,,
TAMIL NADU,VIRUDHUNAGAR,II,II,II,False,,
TELANGANA,ADILABAD,III,II,II-III,True,,
TELANGANA,BHADRADRI KOTHAGUDEM,III,II,II-III,True,,
TELANGANA,HYDERABAD,II,II,II,False,44.0,IS875-3_AnnexA (Hyderabad)
TELANGANA,JAGTIAL,II,II,II,False,,
TELANGANA,JANGAON,II,II,II,False,,
TELANGANA,JAYASHANKAR BHUPALAPALLY,III,II,II-III,True,,
TELANGANA,JOGULAMBA GADWAL,II,II,II,False,,
TELANGANA,KAMAREDDY,II,II,II,False,,
TELANGANA,KARIMNAGAR,III,II,II-III,True,,
TELANGANA,KHAMMAM,III,II,II-III,True,,
TELANGANA,KUMURAM BHEEM,III,II,II-III,True,,
TELANGANA,MAHABUBABAD,III,II,II-III,True,,
TELANGANA,MAHABUBNAGAR,II,II,II,False,,
TELANGANA,MANCHERIAL,III,II,II-III,True,,
TELANGANA,MEDAK,II,II,II,False,,
TELANGANA,MEDCHAL-MALKAJGIRI,II,II,II,False,,
TELANGANA,MULUGU,III,II,II-III,True,,
TELANGANA,NAGARKURNOOL,II,II,II,False,,
TELANGANA,NALGONDA,II,II,II,False,,
TELANGANA,NARAYANPET,II,II,II,False,,
TELANGANA,NIRMAL,III,II,II-III,True,,
TELANGANA,NIZAMABAD,II,II,II,False,,
TELANGANA,PEDDAPALLI,III,II,II-III,True,,
TELANGANA,RANGAREDDY,II,II,II,False,,
TELANGANA,RANJANNA SIRCILLA,II,II,II,False,,
TELANGANA,SANGAREDDY,II,II,II,False,,
TELANGANA,SIDDIPET,II,II,II,False,,
TELANGANA,SURYAPET,III,II,II-III,True,,
TELANGANA,VIKARABAD,II,II,II,False,,
TELANGANA,WANAPARTHY,II,II,II,False,,
TELANGANA,WARANGAL (RURAL),III,II,II-III,True,,
TELANGANA,WARANGAL (URBAN),II,II,II,False,,
TELANGANA,YADADRI BHUVANAGIRI,II,II,II,False,,
TRIPURA,DHALAI,V,V,V,False,,
TRIPURA,GOMATI,V,V,V,False,,
TRIPURA,KHOWAI,V,V,V,False,,
TRIPURA,NORTH TRIPURA,V,V,V,False,,
TRIPURA,SEPAHIJALA,V,V,V,False,,
TRIPURA,SOUTH TRIPURA,V,V,V,False,,
TRIPURA,UNOKOTI,V,V,V,False,,
TRIPURA,WEST TRIPURA,V,V,V,False,,
UTTAR PRADESH,AGRA,III,III,II-III,False,47.0,IS875-3_AnnexA (Agra)
UTTAR PRADESH,ALIGARH,IV,IV,IV,False,,
UTTAR PRADESH,AMBEDKARNAGAR,III,III,III,False,,
UTTAR PRADESH,AMETHI,III,III,III,False,,
UTTAR PRADESH,AMROHA,IV,IV,IV,False,,
UTTAR PRADESH,AURAIYA,III,III,II-III,False,,
UTTAR PRADESH,AYODHYA,III,III,III,False,,
UTTAR PRADESH,AZAMGARH,III,III,III,False,,
UTTAR PRADESH,BAGHPAT,IV,III,III-IV,True,,
UTTAR PRADESH,BAHRAICH,IV,III,III-IV,True,47.0,IS875-3_AnnexA (Bahraich)
UTTAR PRADESH,BALLIA,IV,III,III-IV,True,,
UTTAR PRADESH,BALRAMPUR,IV,III,III-IV,True,,
UTTAR PRADESH,BANDA,II,II,II,False,,
UTTAR PRADESH,BARABANKI,III,III,III,False,,
UTTAR PRADESH,BAREILLY,IV,III,III-IV,True,47.0,IS875-3_AnnexA (Bareilly)
UTTAR PRADESH,BASTI,IV,III,III-IV,True,,
UTTAR PRADESH,BHADOHI,III,III,II-III,False,,
UTTAR PRADESH,BIJNOR,IV,IV,IV,False,,
UTTAR PRADESH,BUDAUN,IV,III,III-IV,True,,
UTTAR PRADESH,BULANDSHAHR,IV,IV,IV,False,,
UTTAR PRADESH,CHANDAULI,III,III,III,False,,
UTTAR PRADESH,CHITRAKOOT,II,II,II,False,,
UTTAR PRADESH,DEORIA,IV,III,III-IV,True,,
UTTAR PRADESH,ETAH,III,III,III,False,,
UTTAR PRADESH,ETAWAH,III,III,II-III,False,,
UTTAR PRADESH,FARRUKHABAD,III,III,III,False,,
UTTAR PRADESH,FATEHPUR,III,III,II-III,False,,
UTTAR PRADESH,FIROZABAD,III,III,III,False,,
UTTAR PRADESH,GAUTAMBUDHNAGAR,IV,IV,IV,False,,
UTTAR PRADESH,GAZIPUR,III,III,III,False,,
UTTAR PRADESH,GHAZIABAD,IV,IV,IV,False,47.0,IS875-3_AnnexA (Delhi NCR region)
UTTAR PRADESH,GONDA,IV,III,III-IV,True,,
UTTAR PRADESH,GORAKHPUR,IV,III,III-IV,True,47.0,IS875-3_AnnexA (Gorakhpur)
UTTAR PRADESH,HAMIRPUR,II,II,II,False,,
UTTAR PRADESH,HAPUR,IV,IV,IV,False,,
UTTAR PRADESH,HARDOI,III,III,III,False,,
UTTAR PRADESH,HATHRAS,IV,III,III-IV,True,,
UTTAR PRADESH,JALAUN,II,II,II,False,,
UTTAR PRADESH,JAUNPUR,III,III,III,False,,
UTTAR PRADESH,JHANSI,II,II,II,False,47.0,IS875-3_AnnexA (Jhansi)
UTTAR PRADESH,KANNAUJ,III,III,III,False,,
UTTAR PRADESH,KANPUR,III,III,II-III,False,47.0,IS875-3_AnnexA (Kanpur)
UTTAR PRADESH,KANPUR DEHAT,III,III,II-III,False,,
UTTAR PRADESH,KASGANJ,IV,III,III-IV,True,,
UTTAR PRADESH,KAUSHAMBI,II,II,II,False,,
UTTAR PRADESH,KHERI,IV,III,III-IV,True,,
UTTAR PRADESH,KUSHINAGAR,IV,IV,IV,False,,
UTTAR PRADESH,LALITPUR,II,II,II,False,,
UTTAR PRADESH,LUCKNOW,III,III,III,False,47.0,IS875-3_AnnexA (Lucknow)
UTTAR PRADESH,MAHARAJGANJ,IV,IV,IV,False,,
UTTAR PRADESH,MAHOBA,II,II,II,False,,
UTTAR PRADESH,MAINPURI,III,III,III,False,,
UTTAR PRADESH,MATHURA,IV,III,III-IV,True,,
UTTAR PRADESH,MAU,III,III,III,False,,
UTTAR PRADESH,MEERUT,IV,IV,IV,False,,
UTTAR PRADESH,MIRZAPUR,III,III,II-III,False,,
UTTAR PRADESH,MORADABAD,IV,IV,IV,False,47.0,IS875-3_AnnexA (Moradabad)
UTTAR PRADESH,MUZAFFARNAGAR,IV,III,III-IV,True,,
UTTAR PRADESH,PILIBHIT,IV,III,III-IV,True,,
UTTAR PRADESH,PRATAPGARH,III,III,II-III,False,,
UTTAR PRADESH,PRAYAGRAJ,III,III,II-III,False,,
UTTAR PRADESH,RAIBEARELI,III,III,II-III,False,,
UTTAR PRADESH,RAMPUR,IV,IV,IV,False,,
UTTAR PRADESH,SAHARANPUR,IV,III,III-IV,True,,
UTTAR PRADESH,SAMBHAL,IV,IV,IV,False,,
UTTAR PRADESH,SANTKABIRNAGAR,IV,III,III-IV,True,,
UTTAR PRADESH,SHAHJAHANPUR,IV,III,III-IV,True,,
UTTAR PRADESH,SHAMLI,IV,III,III-IV,True,,
UTTAR PRADESH,SHRAWASTI,IV,IV,IV,False,,
UTTAR PRADESH,SIDDHARTHNAGAR,IV,IV,IV,False,,
UTTAR PRADESH,SITAPUR,IV,III,III-IV,True,,
UTTAR PRADESH,SONBHADRA,III,III,II-III,False,,
UTTAR PRADESH,SULTANPUR,III,III,III,False,,
UTTAR PRADESH,UNNAO,III,III,II-III,False,,
UTTAR PRADESH,VARANASI,III,III,III,False,47.0,IS875-3_AnnexA (Varanasi)
UTTARAKHAND,ALMORA,V,IV,IV-V,True,47.0,IS875-3_AnnexA (Almora)
UTTARAKHAND,BAGESHWAR,V,V,V,False,,
UTTARAKHAND,CHAMOLI,V,IV,IV-V,True,,
UTTARAKHAND,CHAMPAWAT,IV,IV,IV,False,,
UTTARAKHAND,DEHRADUN,IV,IV,IV,False,47.0,IS875-3_AnnexA (Dehradun)
UTTARAKHAND,HARIDWAR,IV,IV,IV,False,39.0,IS875-3_AnnexA (Roorkee)
UTTARAKHAND,NAINITAL,IV,IV,IV,False,47.0,IS875-3_AnnexA (Nainital)
UTTARAKHAND,PAURI GARHWAL,IV,IV,IV,False,,
UTTARAKHAND,PITHORAGARH,V,IV,IV-V,True,,
UTTARAKHAND,RUDRAPRAYAG,V,IV,IV-V,True,,
UTTARAKHAND,TEHRI GARHWAL,IV,IV,IV,False,,
UTTARAKHAND,UDHAM SINGH NAGAR,IV,IV,IV,False,,
UTTARAKHAND,UTTARKASHI,IV,IV,IV,False,,
WEST BENGAL,ALIPUR DUAR,V,IV,IV-V,True,,
WEST BENGAL,BANKURA,III,III,II-III,False,,
WEST BENGAL,BIRBHUM,III,III,III,False,,
WEST BENGAL,DAKSHIN DINAJPUR,IV,IV,IV,False,,
WEST BENGAL,DARJILING,IV,IV,IV,False,47.0,IS875-3_AnnexA (Darjeeling)
WEST BENGAL,HAORA,III,III,III,False,,
WEST BENGAL,HUGLI,III,III,III,False,,
WEST BENGAL,JALPAIGURI,IV,IV,IV,False,,
WEST BENGAL,JHARGRAM,III,III,II-III,False,,
WEST BENGAL,KALIMPONG,IV,IV,IV,False,,
WEST BENGAL,KOCH BIHAR,V,IV,IV-V,True,,
WEST BENGAL,KOLKATA,IV,III,III-IV,True,50.0,IS875-3_AnnexA (Kolkata)
WEST BENGAL,MALDAH,IV,III,III-IV,True,,
WEST BENGAL,MURSHIDABAD,III,III,III,False,,
WEST BENGAL,NADIA,IV,III,III-IV,True,,
WEST BENGAL,NORTH TWENTY-FOUR PARGANAS,IV,III,III-IV,True,,
WEST BENGAL,PASCHIM BARDDHAMAN,III,III,III,False,,
WEST BENGAL,PASCHIM MEDINIPUR,III,III,III,False,,
WEST BENGAL,PURBA BARDDHAMAN,III,III,III,False,,
WEST BENGAL,PURBA MEDINIPUR,III,III,III,False,,
WEST BENGAL,PURULIYA,III,III,II-III,False,,
WEST BENGAL,SOUTH TWENTY-FOUR PARGANAS,IV,III,III-IV,True,,
WEST BENGAL,UTTAR DINAJPUR,IV,IV,IV,False,,
